,name,width,height,mean_hue,mean_saturation,mean_value,mean_entropy,edge_sum
112,39,99,99,0.5237005743136046,0.5144615954875297,0.5049440733338535,5.350714659528962,0.8163318880705833
113,4,99,99,0.09827506933834164,0.5184857485612455,0.5253273475495697,3.989250473390298,0.568920414421624
114,40,99,99,0.3263495714680255,0.4352410923549245,0.5116200627787081,4.882988566568169,0.5944537187704868
115,41,99,99,0.5256223932897371,0.3757981877893534,0.6699724517906336,3.2800483682168173,0.5119065119643209
116,42,67,98,0.5004825487533243,0.44066253528298627,0.5969904379662312,5.598317359236012,0.9147653792654226
117,43,99,99,0.43023994402331756,0.44289553765267814,0.40916393085139363,3.541404019394369,0.31999107043337766
118,44,99,99,0.433422869871701,0.30087765123099974,0.3080113873934432,3.2221350839846,0.2778541544333378
119,45,99,99,0.25899090955419446,0.3552506239780426,0.5671250032509687,5.431932751134466,0.8573082612996895
120,46,99,99,0.4236444814286879,0.5110136023790148,0.6382513989168772,5.656472443781948,1.096447460507998
121,47,99,99,0.39243098972805285,0.413879445881311,0.5571068178317139,5.0668776984106225,0.7675748163655942
122,48,99,99,0.40449341347326917,0.5679882717495925,0.5256458424610533,4.84644917697636,0.7888328714137848
123,49,67,98,0.5001267962095203,0.40015681057259533,0.7599278517377099,4.159950866372768,0.4479061162606845
124,5,99,99,0.5450483674595283,0.6921795688987734,0.4460345182864493,3.460832637869151,0.44690222410546726
125,50,99,99,0.43292338275945913,0.5803440018400228,0.545448143546777,3.985502955725877,0.47756468352347353
126,51,99,99,0.22718819147471972,0.2499006619597045,0.5276420373271234,4.851848276964434,0.5955387081891416
127,53,99,99,0.2882360509589717,0.3494163419997994,0.6213103504844444,4.860831888011466,0.6060536236844462
128,54,99,99,0.5001466658348387,0.6277517583432634,0.758253559560749,3.618386286549198,0.38600531598366916
129,55,99,99,0.5559247845353414,0.34031799883914815,0.7451396516161816,3.7302344880221145,0.4145573264049403
130,56,67,98,0.4345647149863657,0.5694381026508146,0.6780330042464747,5.326218710131148,0.919063326605265
131,57,99,99,0.44173737714141176,0.6424199490647023,0.5236440459256858,4.533742401639898,0.5963529932969447
132,58,99,99,0.34653770910163834,0.5507587490981527,0.6364712684379945,4.511909895096313,0.6476466218753653
133,59,99,99,0.11627649489584967,0.36828821932564015,0.5079625728467083,5.033174219969922,0.6035528057375443
134,6,99,99,0.5321651693039096,0.5029434189258805,0.4497164154918165,4.054475928748496,0.5077648741465648
135,60,99,99,0.41710739188998275,0.3409747381653936,0.5623011657473928,3.7581279099951455,0.43912580466392864
136,61,99,99,0.46323267910632476,0.6342586824339193,0.5550085925605831,4.0682873604603005,0.5546466980232647
137,62,99,99,0.6576186597590897,0.5678669814059337,0.38645756435417755,5.014486122779985,0.769802653698831
138,63,67,98,0.3801002805896874,0.5964074366082632,0.43973171358095475,5.228612877089551,0.8294070276121707
139,64,99,99,0.698479429320616,0.44946515146443183,0.32217080690045635,4.403443787865632,0.38409902560968856
140,65,99,99,0.2983321034112664,0.24811595074242698,0.6495199569471701,3.0159983679457896,0.3158214530611951
141,66,99,99,0.3689740396006108,0.1976819630142724,0.5579706752612279,3.4224958322015966,0.3771808508669773
142,67,99,99,0.42349666458961993,0.3212760764536275,0.48132983629121473,5.143657608028378,0.7423392796982612
143,68,99,99,0.35879919846069996,0.2537235208301271,0.5680472780888705,4.9083038377754775,0.6575165626325883
144,69,99,99,0.40136629095570575,0.34752317682913747,0.5643493761140821,4.872443205830894,0.5674948790706691
145,7,67,98,0.5098020674549659,0.6406342171489939,0.6853165146655678,4.074708878451149,0.6304135546243974
146,70,67,98,0.5291523277713932,0.35048625830423275,0.9247173496264178,3.1993631941461724,0.3967151258918617
147,71,99,99,0.2889363062098925,0.02997357914500199,0.9209636471668557,2.5226830620918173,0.5997331298367636
148,72,67,98,0.36485938009205776,0.6343938352878242,0.556087509630718,4.821665365053139,0.8470426053022495
149,73,99,99,0.2642363295341689,0.5998342459102232,0.4631572208518138,5.1964442045888,0.672434603429928
150,74,99,99,0.4180071419623637,0.8368562472322221,0.41883881396656203,4.87196637879694,0.4540248125964361
151,75,99,99,0.4080551147793945,0.6766177153199406,0.3976000848252779,4.688505425532932,0.4117065785661178
152,76,67,98,0.10246496197463648,0.7495464782871902,0.8149528468103661,4.628838704348117,0.7874794093937686
153,77,99,99,0.12364062616804374,0.21943897988492883,0.5310186435557797,4.192419599849264,0.5284468334291206
154,78,99,99,0.2397540537499831,0.25360262362718444,0.4638242196174459,4.455018484342315,0.4825573923101209
155,79,99,99,0.28237118882639556,0.45498516267308187,0.6824601731315931,4.980203135213176,0.6190235767414165
156,8,99,99,0.3332965295829929,0.28156543087407027,0.7014086197686911,4.552359024895088,0.4922888252997119
157,80,99,99,0.16015936196751562,0.5189665240571336,0.5577662143318709,4.101989819946703,0.42067679458089374
158,81,99,99,0.3118584768771706,0.37141631196126196,0.42201095926586124,4.3059206313516345,0.37866425326002395
159,82,99,99,0.6684384686145474,0.11398247807751537,0.4175496297896773,4.357533772093362,0.3599578991289662
160,83,67,98,0.4616787159565614,0.3412382528551432,0.5079010708761117,5.480057316620204,0.8098779648386439
161,84,67,98,0.18799856497905873,0.1929678411934524,0.5011771872928276,5.5333713244254215,0.9301826347825024
162,85,99,99,0.2785433732965355,0.3521530338833379,0.5062552640686924,4.696146574664321,0.5288178808381647
163,86,99,99,0.2564707276348024,0.4788076716878517,0.6474737471766585,4.720271844053098,0.825188355052347
164,87,99,99,0.5126713931423146,0.4620625367940049,0.5197824951835648,5.170254572377387,0.7931788128636178
165,88,99,99,0.44435319299647,0.4356786866371097,0.6785101960384194,5.10032808968594,0.7886643422043227
166,89,99,99,0.5407306036751616,0.45779334207814487,0.2297260583653929,5.306858904390915,0.5816118676456112
167,9,99,99,0.5350851734243974,0.6070514680735766,0.30899488047438134,4.860414072755871,0.5059079734035443
168,90,99,99,0.3911860607036358,0.4940038902655253,0.47842176968736694,4.824944916590045,0.6110701506657574
169,91,67,98,0.22029530557939608,0.2955548651775117,0.831793612967575,4.743564776792491,0.8992193925144434
170,92,67,98,0.28836303488261134,0.12084818326708284,0.7462393912788996,4.573412144414846,1.0446464097036128
171,93,67,98,0.1193423560368451,0.44421491742354635,0.7902719296673895,4.763952710485853,0.6906118470289436
172,94,99,99,0.21249581221568473,0.47491049298990606,0.7009944963599154,4.495736365352148,0.7077290444192035
173,95,67,98,0.3210703444573047,0.24164787874328336,0.6901650212323736,4.545265919847244,0.7968076063482974
174,96,67,98,0.5194816924310391,0.4956042014347028,0.6590277902205658,5.016414799730834,0.8138941720058617
175,97,67,98,0.5365969367281831,0.4374682824250533,0.7489622714757546,4.465611061480591,0.6202424988616986
176,98,67,98,0.24612423026597807,0.1667048537417721,0.9542067573297975,2.6499478092937103,0.41113887194304727
177,99,147,100,0.4299706690553848,0.4466677466759196,0.6261942110177404,5.194131207482719,0.6060764136806651
